Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
1948,8.4,2.9,9.8,0.8,2.1,3.28,50
1949,5.1,2.2,8.5,4.7,3.5,2.64,30
1950,7.6,1.3,9.3,2.7,3.1,2.98,40
1951,9.0,2.3,8.9,1.3,2.5,3.24,50
1952,7.7,0.9,7.4,1.9,6.1,3.31,40
1953,6.3,3.9,5.8,4.7,3.3,2.73,50
1954,5.2,1.6,9.7,0.1,7.4,2.95,30
1955,7.9,2.0,9.4,0.4,4.3,3.42,40
1956,8.3,3.8,9.1,0.1,2.7,3.48,50
1957,7.4,1.6,6.6,2.7,5.7,2.88,40
1958,9.9,0.4,9.6,2.0,2.1,3.09,50
1959,8.1,3.3,6.8,2.5,3.3,2.86,50
1960,9.6,3.3,5.5,0.6,5.0,3.19,50
1961,7.1,0.4,8.1,0.9,7.5,3.02,40
1962,6.6,2.7,7.4,5.9,1.4,2.99,40
1963,9.4,1.4,5.2,5.1,2.9,3.59,50
1964,9.5,0.9,9.5,1.3,2.8,3.24,50
1965,9.9,1.1,9.8,0.2,3.0,3.54,50
1966,7.4,0.9,8.5,1.1,6.1,3.48,40
1967,7.8,1.0,9.8,0.2,5.2,3.04,40
1968,7.1,0.9,7.5,5.2,3.3,2.92,40
1969,8.6,2.3,5.4,4.2,3.5,3.38,50
1970,6.3,1.7,6.8,5.2,4.0,2.84,40
1971,5.6,2.3,5.7,4.2,6.2,2.81,50
1972,7.4,3.7,7.6,2.6,2.7,3.29,40
1973,7.9,2.8,5.5,4.9,2.9,3.03,50
1974,8.9,1.5,5.5,3.8,4.3,3.31,50
1975,9.4,3.6,9.8,1.0,0.2,3.32,50
1976,8.0,2.4,6.8,5.4,1.4,3.42,40
1977,7.5,1.9,10.0,2.3,2.3,3.14,40
1978,9.1,3.1,8.9,2.1,0.8,3.1,50
1979,6.3,3.4,9.5,0.9,3.9,2.97,40
1980,8.2,2.2,5.3,4.5,3.8,3.43,50
1981,7.5,2.6,7.5,3.0,3.4,3.02,40
1982,5.8,0.8,9.9,0.9,6.6,2.71,30
1983,6.3,2.4,8.1,0.9,6.3,3.07,40
1984,6.2,1.2,9.7,5.0,1.9,3.06,40
1985,8.5,0.3,7.1,3.4,4.7,3.23,50
1986,8.0,1.3,8.9,4.9,0.9,2.93,40
1987,6.6,3.4,5.5,5.0,3.5,2.9,50
1988,9.5,1.5,6.4,3.0,3.6,3.86,50
1989,7.3,1.4,8.5,4.6,2.2,3.28,40
1990,7.0,2.7,7.4,6.0,0.9,2.85,40
1991,8.6,3.8,9.2,2.2,0.2,3.26,50
1992,6.3,1.5,5.1,3.1,8.0,3.21,50
1993,7.5,2.1,9.9,4.1,0.4,3.04,40
1994,7.1,1.4,9.0,3.1,3.4,2.85,40
1995,7.9,3.4,9.0,0.5,3.2,3.08,40
1996,6.5,0.2,7.4,2.1,7.8,3.32,40
1997,6.3,2.8,8.8,1.5,4.6,2.65,40
1998,6.2,0.0,6.2,0.8,10.8,3.14,40
1999,8.1,0.7,7.6,3.5,4.1,3.04,50
2000,9.0,1.7,7.3,3.1,2.9,3.58,50
